sale_id,customer_id,product_id,timestamp,quantity,unit_price,total_line
S000126,C0076,25,2025-07-09 06:13:00,4,145.48,581.92
S000127,C0038,8,2026-06-22 19:18:00,1,417.99,417.99
S000128,C0017,9,2026-01-05 05:19:00,1,356.93,356.93
S000129,C0017,21,2025-02-16 01:35:00,3,351.73,1055.19
S000130,C0061,16,2026-05-18 03:55:00,1,291.29,291.29
S000131,C0062,4,2026-03-28 10:11:00,1,133.71,133.71
S000132,C0088,2,2025-03-08 12:31:00,1,292.74,292.74
S000133,C0011,8,2025-06-05 04:51:00,5,475.07,2375.35
S000134,C0080,8,2025-05-02 17:48:00,4,307.1,1228.4
S000135,C0076,14,2026-06-20 12:28:00,4,155.7,622.8
S000136,C0095,4,2025-11-09 18:39:00,1,308.72,308.72
S000137,C0021,8,2025-08-01 20:13:00,3,333.61,1000.83
S000138,C0058,23,2025-06-27 17:04:00,2,11.31,22.62
S000139,C0037,23,2026-04-27 09:02:00,2,151.17,302.34
S000140,C0081,19,2026-04-10 02:43:00,2,462.72,925.44
S000141,C0020,30,2025-07-22 13:07:00,5,120.16,600.8
S000142,C0040,20,2025-09-30 04:04:00,1,91.3,91.3
S000143,C0039,23,2026-08-06 09:28:00,1,239.66,239.66
S000144,C0011,20,2026-02-17 08:32:00,5,251.96,1259.8
S000145,C0004,3,2025-02-10 13:47:00,3,305.82,917.46
S000146,C0003,25,2025-08-23 21:53:00,5,297.69,1488.45
S000147,C0084,15,2025-10-03 18:02:00,2,240.55,481.1
S000148,C0063,3,2025-10-12 05:37:00,4,321.04,1284.16
S000149,C0014,28,2026-04-27 11:26:00,3,167.32,501.96
S000150,C0052,27,2025-06-14 10:26:00,4,151.23,604.92
S000151,C0042,4,2026-07-18 01:29:00,1,164.11,164.11
S000152,C0070,15,2026-02-18 16:52:00,1,332.25,332.25
S000153,C0097,16,2026-02-28 01:12:00,5,187.27,936.35
S000154,C0037,15,2026-03-29 01:13:00,3,279.12,837.36
S000155,C0091,6,2026-05-12 03:01:00,5,401.66,2008.3000000000002
S000156,C0029,27,2025-11-15 17:00:00,5,209.92,1049.6
S000157,C0092,10,2025-04-27 14:07:00,2,254.2,508.4
S000158,C0061,8,2026-06-06 22:17:00,4,419.01,1676.04
S000159,C0077,17,2026-04-13 17:09:00,4,103.4,413.6
S000160,C0065,9,2025-05-20 02:17:00,4,176.54,706.16
S000161,C0075,22,2025-01-03 09:46:00,3,420.36,1261.08
S000162,C0043,18,2026-05-17 04:28:00,5,247.33,1236.65
S000163,C0090,8,2026-07-11 12:29:00,3,436.1,1308.3000000000002
S000164,C0096,16,2026-08-09 12:14:00,4,31.39,125.56
S000165,C0005,5,2026-01-26 12:42:00,2,252.71,505.42
S000166,C0057,4,2026-05-30 18:21:00,1,438.35,438.35
S000167,C0084,5,2026-06-23 14:00:00,2,210.89,421.78
S000168,C0089,13,2025-03-18 15:50:00,3,175.9,527.7
S000169,C0041,21,2025-03-24 10:54:00,5,196.2,981.0
S000170,C0081,22,2026-05-15 17:02:00,5,43.53,217.65
S000171,C0013,25,2025-10-22 07:47:00,1,222.65,222.65
S000172,C0006,11,2025-04-13 14:10:00,3,452.68,1358.04
S000173,C0032,17,2025-02-27 09:22:00,3,221.04,663.12
S000174,C0011,20,2026-02-26 18:43:00,2,93.29,186.58
S000175,C0075,5,2026-01-27 19:43:00,2,253.86,507.72
S000176,C0086,1,2025-08-26 14:40:00,3,235.19,705.5699999999999
S000177,C0057,12,2026-04-22 09:43:00,5,87.41,437.04999999999995
S000178,C0039,7,2025-11-03 20:27:00,3,233.85,701.55
S000179,C0046,19,2026-01-29 15:06:00,2,196.87,393.74
S000180,C0085,13,2025-10-30 22:18:00,1,489.19,489.19
S000181,C0096,16,2025-10-09 00:36:00,1,456.2,456.2
S000182,C0025,20,2025-10-21 07:38:00,3,117.31,351.93
S000183,C0081,21,2025-09-14 21:48:00,2,317.84,635.68
S000184,C0047,24,2025-02-10 09:50:00,4,26.35,105.4
S000185,C0054,6,2025-05-15 02:58:00,3,170.09,510.27
S000186,C0047,17,2025-07-25 04:50:00,5,439.47,2197.3500000000004
S000187,C0062,26,2026-05-29 08:53:00,2,135.92,271.84
S000188,C0060,3,2025-10-30 23:55:00,3,404.07,1212.21
S000189,C0072,12,2025-05-25 07:55:00,4,483.96,1935.84
S000190,C0059,12,2025-04-03 12:00:00,3,272.92,818.76
S000191,C0030,16,2025-09-26 18:24:00,3,63.09,189.27
S000192,C0079,8,2025-01-26 19:56:00,5,170.72,853.6
S000193,C0039,21,2025-03-06 20:52:00,4,455.6,1822.4
S000194,C0039,16,2026-02-23 03:08:00,1,473.67,473.67
S000195,C0059,12,2025-04-29 03:15:00,5,76.48,382.40000000000003
S000196,C0084,4,2026-07-08 13:37:00,2,443.85,887.7
S000197,C0048,7,2026-05-17 19:26:00,3,26.03,78.09
S000198,C0088,12,2026-03-31 14:15:00,3,58.68,176.04
S000199,C0025,4,2026-07-12 20:22:00,1,205.09,205.09
S000200,C0077,1,2026-04-11 02:42:00,2,324.44,648.88
S000201,C0027,3,2025-02-21 10:15:00,2,395.62,791.24
S000202,C0030,11,2026-07-22 06:37:00,2,408.4,816.8
S000203,C0019,5,2025-06-01 19:00:00,3,430.62,1291.8600000000001
S000204,C0004,5,2026-07-08 08:51:00,2,63.86,127.72
S000205,C0003,6,2025-01-16 11:50:00,2,298.54,597.08
S000206,C0096,3,2025-09-29 01:08:00,4,267.78,1071.12
S000207,C0014,15,2026-05-03 14:49:00,3,261.49,784.47
S000208,C0085,17,2026-05-31 07:39:00,1,366.35,366.35
S000209,C0062,28,2025-11-05 14:41:00,1,39.8,39.8
S000210,C0057,3,2026-02-16 13:43:00,1,250.23,250.23
S000211,C0036,20,2025-03-24 10:38:00,2,42.18,84.36
S000212,C0077,17,2026-08-23 17:45:00,3,196.64,589.92
S000213,C0090,4,2025-10-29 14:32:00,5,220.8,1104.0
S000214,C0030,14,2026-07-19 23:55:00,2,220.73,441.46
S000215,C0041,14,2025-12-14 14:25:00,4,367.51,1470.04
S000216,C0088,30,2025-11-17 21:16:00,3,477.26,1431.78
S000217,C0013,24,2026-05-01 02:05:00,1,55.68,55.68
S000218,C0072,18,2026-01-17 04:35:00,1,297.37,297.37
S000219,C0086,25,2025-12-04 21:07:00,4,183.26,733.04
S000220,C0046,4,2026-03-10 23:03:00,3,304.2,912.5999999999999
S000221,C0029,28,2026-08-15 16:13:00,2,331.8,663.6
S000222,C0098,9,2025-04-21 11:54:00,5,190.1,950.5
S000223,C0099,27,2026-08-11 07:51:00,4,424.13,1696.52
S000224,C0035,23,2026-07-25 00:38:00,3,24.19,72.57000000000001
S000225,C0019,19,2025-11-13 10:22:00,1,98.89,98.89
S000226,C0068,7,2026-02-15 02:09:00,1,54.96,54.96
S000227,C0040,24,2026-01-21 13:29:00,3,87.13,261.39
S000228,C0020,6,2025-11-29 18:38:00,1,442.84,442.84
S000229,C0055,16,2025-02-20 21:05:00,3,227.13,681.39
S000230,C0015,12,2026-03-29 13:17:00,2,379.92,759.84
S000231,C0086,10,2026-03-17 03:18:00,5,248.45,1242.25
S000232,C0027,10,2025-02-16 07:25:00,5,36.84,184.20000000000002
S000233,C0016,1,2025-08-05 04:48:00,3,151.83,455.49
S000234,C0069,23,2026-05-25 23:27:00,2,73.3,146.6
S000235,C0095,2,2025-08-24 16:35:00,3,45.32,135.96
S000236,C0074,14,2026-03-23 00:29:00,1,432.43,432.43
S000237,C0052,1,2026-08-11 12:45:00,4,151.86,607.44
S000238,C0089,30,2025-11-29 05:51:00,5,235.45,1177.25
S000239,C0076,13,2026-01-06 02:27:00,1,129.23,129.23
S000240,C0029,11,2026-06-21 02:25:00,3,375.44,1126.32
S000241,C0025,29,2025-06-22 02:32:00,1,270.0,270.0
S000242,C0019,9,2025-12-24 11:46:00,2,125.77,251.54
S000243,C0084,3,2025-07-22 05:38:00,2,382.51,765.02
S000244,C0098,19,2025-07-01 20:31:00,4,379.68,1518.72
S000245,C0080,11,2026-04-05 21:59:00,5,325.07,1625.35
S000246,C0081,10,2025-11-20 04:28:00,1,239.77,239.77
S000247,C0040,15,2025-10-09 18:03:00,3,258.6,775.8000000000001
S000248,C0010,21,2026-04-08 01:03:00,3,417.53,1252.59
S000249,C0075,18,2025-04-03 19:38:00,5,198.4,992.0
S000250,C0042,20,2025-02-12 14:58:00,5,329.4,1647.0
S000251,C0044,23,2026-05-03 16:09:00,1,230.76,230.76
S000252,C0091,15,2025-03-28 16:41:00,2,29.18,58.36
S000253,C0048,30,2026-03-26 16:33:00,5,87.79,438.95000000000005
S000254,C0007,26,2025-10-17 12:26:00,3,342.66,1027.98
S000255,C0050,10,2025-12-09 02:21:00,1,283.4,283.4
S000256,C0043,3,2025-09-16 23:54:00,5,437.91,2189.55
S000257,C0084,23,2026-08-20 21:09:00,3,162.01,486.03
S000258,C0049,21,2026-02-06 04:38:00,1,161.7,161.7
S000259,C0086,14,2025-12-03 04:42:00,5,55.79,278.95
S000260,C0028,11,2026-06-05 11:01:00,3,161.34,484.02
S000261,C0038,28,2026-05-13 06:14:00,2,85.92,171.84
S000262,C0068,2,2025-04-14 16:49:00,5,419.21,2096.0499999999997
S000263,C0021,6,2025-12-11 19:08:00,5,194.59,972.95
S000264,C0087,24,2025-06-19 23:28:00,1,211.32,211.32
S000265,C0058,8,2025-09-01 14:39:00,3,378.67,1136.01
S000266,C0025,12,2026-07-01 07:19:00,4,452.95,1811.8
S000267,C0065,17,2026-08-08 14:29:00,3,391.28,1173.84
S000268,C0018,28,2026-03-05 05:52:00,2,402.62,805.24
S000269,C0071,30,2025-09-14 01:41:00,4,438.32,1753.28
S000270,C0037,3,2025-04-16 22:54:00,5,427.07,2135.35
S000271,C0056,3,2025-06-14 08:28:00,5,82.2,411.0
S000272,C0054,2,2025-08-16 14:56:00,3,465.93,1397.79
S000273,C0011,12,2026-02-10 16:23:00,2,199.22,398.44
S000274,C0084,11,2025-08-18 00:20:00,1,421.2,421.2
S000275,C0061,23,2025-05-30 04:02:00,3,459.52,1378.56
S000276,C0011,1,2025-05-23 22:30:00,4,311.52,1246.08
S000277,C0094,20,2025-09-20 06:53:00,2,278.91,557.82
S000278,C0016,2,2026-06-25 13:07:00,3,126.44,379.32
S000279,C0015,27,2025-09-02 13:40:00,5,233.99,1169.95
S000280,C0074,8,2026-05-27 19:34:00,1,319.66,319.66
S000281,C0031,19,2025-05-28 09:27:00,1,311.26,311.26
S000282,C0047,3,2026-03-03 05:42:00,1,266.51,266.51
S000283,C0050,28,2026-06-23 17:32:00,5,281.53,1407.6499999999999
S000284,C0033,24,2026-04-27 01:40:00,4,490.71,1962.84
S000285,C0094,22,2025-01-17 11:50:00,1,178.95,178.95
S000286,C0046,18,2025-04-17 18:47:00,3,75.37,226.11
S000287,C0062,21,2025-12-13 20:11:00,4,490.6,1962.4
S000288,C0026,2,2025-07-06 04:04:00,4,28.12,112.48
S000289,C0070,16,2025-07-24 01:20:00,3,262.54,787.6200000000001
S000290,C0100,2,2025-09-17 01:48:00,2,150.19,300.38
S000291,C0052,24,2025-12-06 08:07:00,3,224.11,672.33
S000292,C0064,12,2026-03-27 12:21:00,2,253.14,506.28
S000293,C0011,14,2026-06-16 08:51:00,1,366.27,366.27
S000294,C0042,22,2025-07-04 17:18:00,3,60.27,180.81
S000295,C0022,23,2025-10-30 09:28:00,5,361.65,1808.25
S000296,C0046,20,2026-03-31 11:28:00,1,366.14,366.14
S000297,C0082,13,2026-03-22 08:40:00,1,46.77,46.77
S000298,C0019,28,2026-01-08 16:51:00,2,476.87,953.74
S000299,C0083,12,2026-03-25 01:08:00,1,125.64,125.64
S000300,C0087,15,2026-01-06 12:36:00,1,306.5,306.5
S000301,C0068,12,2026-01-15 11:28:00,1,291.22,291.22
S000302,C0015,1,2026-02-12 10:41:00,3,132.31,396.93
S000303,C0016,9,2025-07-10 15:33:00,4,457.64,1830.56
S000304,C0037,23,2025-09-24 22:28:00,2,498.22,996.44
S000305,C0058,6,2026-05-18 06:07:00,2,427.88,855.76
S000306,C0091,3,2026-04-01 02:51:00,3,337.24,1011.72
S000307,C0092,23,2026-07-18 17:18:00,3,427.17,1281.51
S000308,C0026,26,2025-06-28 11:32:00,2,69.47,138.94
S000309,C0071,19,2025-05-23 07:50:00,4,22.88,91.52
S000310,C0012,3,2026-01-13 14:51:00,5,73.59,367.95000000000005
S000311,C0099,14,2025-11-13 12:45:00,4,267.59,1070.36
S000312,C0058,15,2026-08-12 02:08:00,3,324.75,974.25
S000313,C0024,25,2026-06-14 11:08:00,5,323.5,1617.5
S000314,C0067,5,2025-05-13 13:32:00,1,417.38,417.38
S000315,C0029,12,2025-11-08 05:10:00,3,468.02,1404.06
S000316,C0082,18,2026-06-16 09:54:00,1,132.8,132.8
S000317,C0012,17,2025-10-09 04:40:00,3,311.07,933.21
S000318,C0080,24,2025-06-22 18:37:00,2,93.89,187.78
S000319,C0083,25,2025-12-12 18:02:00,1,49.8,49.8
S000320,C0054,20,2026-08-14 08:41:00,2,385.81,771.62
S000321,C0039,16,2025-02-01 15:56:00,5,151.94,759.7
S000322,C0089,2,2025-09-08 21:25:00,3,232.24,696.72
S000323,C0044,20,2025-06-11 14:26:00,4,237.58,950.32
S000324,C0045,13,2025-05-28 10:55:00,3,369.76,1109.28
S000325,C0031,15,2025-05-14 11:32:00,5,62.03,310.15
S000326,C0007,10,2025-05-06 08:28:00,2,79.03,158.06
S000327,C0021,27,2026-01-29 19:26:00,2,481.72,963.44
S000328,C0021,16,2025-12-02 18:46:00,3,103.02,309.06
S000329,C0012,13,2026-06-12 14:31:00,3,253.71,761.13
S000330,C0007,2,2026-06-02 14:15:00,2,295.84,591.68
S000331,C0002,28,2025-10-16 15:38:00,4,150.02,600.08
S000332,C0098,13,2025-04-21 13:08:00,3,366.48,1099.44
S000333,C0025,12,2026-01-10 01:25:00,1,289.44,289.44
S000334,C0098,18,2026-07-21 09:04:00,4,257.09,1028.36
S000335,C0013,13,2025-10-14 19:43:00,5,68.22,341.1
S000336,C0026,20,2026-01-18 10:35:00,3,379.93,1139.79
S000337,C0018,23,2026-06-06 12:32:00,1,32.2,32.2
S000338,C0066,5,2025-12-08 15:33:00,4,82.98,331.92
S000339,C0079,24,2025-12-02 19:20:00,2,202.55,405.1
S000340,C0069,16,2025-11-03 18:21:00,5,415.86,2079.3
S000341,C0087,4,2026-07-31 09:30:00,1,190.5,190.5
S000342,C0034,21,2026-03-03 18:19:00,1,302.49,302.49
S000343,C0022,17,2026-08-16 18:14:00,1,295.93,295.93
S000344,C0090,4,2026-01-25 04:52:00,2,25.47,50.94
S000345,C0053,23,2025-07-15 00:28:00,3,215.2,645.5999999999999
S000346,C0095,24,2025-07-28 13:32:00,5,461.06,2305.3
S000347,C0042,22,2025-03-05 22:08:00,5,111.6,558.0
S000348,C0059,30,2026-05-05 16:24:00,3,478.78,1436.34
S000349,C0093,22,2026-06-30 10:34:00,3,341.18,1023.54
S000350,C0036,18,2025-09-28 19:30:00,2,479.1,958.2
S000351,C0089,23,2025-11-02 07:19:00,3,355.4,1066.1999999999998
S000352,C0093,9,2026-05-16 10:30:00,3,284.64,853.92
S000353,C0051,27,2025-10-22 03:36:00,5,196.05,980.25
S000354,C0092,3,2025-12-20 04:18:00,1,150.94,150.94
S000355,C0028,7,2025-12-21 14:41:00,3,376.2,1128.6
S000356,C0018,4,2026-07-06 08:59:00,5,351.12,1755.6
S000357,C0068,8,2026-08-24 07:15:00,1,338.22,338.22
S000358,C0061,4,2025-08-27 01:06:00,4,171.84,687.36
S000359,C0061,16,2025-05-21 00:35:00,2,209.38,418.76
S000360,C0099,3,2025-07-24 09:20:00,3,326.49,979.47
S000361,C0023,14,2026-08-11 07:34:00,1,457.48,457.48
S000362,C0024,30,2025-06-30 01:53:00,4,396.1,1584.4
S000363,C0014,30,2025-10-24 01:00:00,3,288.3,864.9000000000001
S000364,C0018,28,2025-12-10 09:29:00,5,266.92,1334.6000000000001
S000365,C0043,6,2026-06-01 14:17:00,2,406.32,812.64
S000366,C0044,26,2026-04-15 20:16:00,2,16.9,33.8
S000367,C0082,29,2025-10-30 18:43:00,2,95.99,191.98
S000368,C0086,4,2026-02-20 13:32:00,3,52.5,157.5
S000369,C0001,9,2025-07-09 04:30:00,3,468.55,1405.65
S000370,C0039,19,2026-01-28 07:28:00,3,477.48,1432.44
S000371,C0008,22,2026-08-10 00:16:00,3,349.46,1048.3799999999999
S000372,C0065,30,2025-05-02 14:19:00,2,208.65,417.3
S000373,C0029,8,2025-11-15 22:07:00,3,190.1,570.3
S000374,C0078,12,2025-05-17 15:09:00,4,376.39,1505.56
S000375,C0086,27,2026-03-02 22:35:00,4,381.1,1524.4
S000376,C0011,17,2025-08-12 07:43:00,5,437.84,2189.2
S000377,C0073,4,2026-04-03 16:45:00,3,48.27,144.81
S000378,C0069,5,2025-03-05 17:57:00,5,109.06,545.3
S000379,C0088,7,2025-06-18 10:54:00,5,226.5,1132.5
S000380,C0008,15,2026-08-21 15:05:00,5,228.29,1141.45
S000381,C0072,15,2025-05-16 16:26:00,4,286.32,1145.28
S000382,C0001,24,2025-11-12 23:01:00,4,134.68,538.72
S000383,C0090,3,2025-08-12 18:04:00,1,217.61,217.61
S000384,C0061,2,2026-07-09 01:59:00,1,493.21,493.21
S000385,C0094,21,2025-10-21 13:11:00,2,385.26,770.52
S000386,C0049,13,2026-03-07 11:57:00,4,229.78,919.12
S000387,C0045,4,2025-03-24 21:42:00,5,75.17,375.85
S000388,C0029,27,2025-07-02 17:25:00,5,72.4,362.0
S000389,C0070,14,2025-01-04 00:19:00,4,340.01,1360.04
S000390,C0045,5,2026-06-29 12:52:00,2,131.28,262.56
S000391,C0085,14,2025-10-10 06:59:00,1,25.79,25.79
S000392,C0005,15,2025-01-17 07:13:00,1,59.44,59.44
S000393,C0030,18,2025-02-19 07:47:00,1,207.11,207.11
S000394,C0030,27,2025-08-11 01:08:00,5,496.81,2484.05
S000395,C0042,8,2026-08-13 10:36:00,5,388.54,1942.7
S000396,C0039,9,2025-11-06 04:42:00,5,118.31,591.55
S000397,C0055,18,2025-03-04 17:37:00,2,316.74,633.48
S000398,C0041,23,2026-05-23 01:22:00,4,395.04,1580.16
S000399,C0097,18,2026-03-03 13:09:00,3,194.47,583.41
S000400,C0091,5,2026-04-30 07:54:00,2,157.36,314.72
S000401,C0072,17,2026-04-20 01:35:00,4,484.22,1936.88
S000402,C0083,3,2025-05-18 12:15:00,3,109.63,328.89
S000403,C0025,2,2026-04-06 11:05:00,5,365.05,1825.25
S000404,C0010,7,2025-10-02 12:43:00,5,305.43,1527.15
S000405,C0043,10,2026-07-27 06:30:00,2,436.04,872.08
S000406,C0016,24,2025-01-16 06:59:00,2,481.42,962.84
S000407,C0051,30,2026-05-06 07:44:00,5,354.85,1774.25
S000408,C0069,21,2025-09-03 17:20:00,3,196.52,589.5600000000001
S000409,C0064,15,2026-01-03 09:16:00,3,261.28,783.8399999999999
S000410,C0048,11,2025-04-11 23:30:00,3,458.02,1374.06
S000411,C0003,9,2026-02-28 01:36:00,2,373.21,746.42
S000412,C0026,11,2026-07-21 18:37:00,4,154.64,618.56
S000413,C0084,22,2025-08-24 12:36:00,2,254.66,509.32
S000414,C0083,24,2025-12-12 08:48:00,4,483.59,1934.36
S000415,C0093,18,2026-05-18 14:10:00,3,92.94,278.82
